"","ME_EVENT","Cercs","ControlImpact","ControlDay","ControlDay_names","Time"
"542","day30_3",91.0299278806696,3,1,"Day30",92
"543","day30_3",92.8680389986174,3,1,"Day30",93
"544","day30_3",95.5482422894991,3,1,"Day30",94
"545","day30_3",99.1882339783745,3,1,"Day30",95
"546","day30_3",102.557312086747,3,1,"Day30",96
"547","day30_3",103.096726658518,3,1,"Day30",97
"548","day30_3",100.873166189741,3,1,"Day30",98
"549","day30_3",100.569164007076,3,1,"Day30",99
"550","day30_3",97.6573278540022,3,1,"Day30",100
"551","day30_3",94.7461231972267,3,1,"Day30",101
"552","day30_3",93.5451508549564,3,1,"Day30",102
"553","day30_3",90.2493378208196,3,1,"Day30",103
"554","day30_3",87.3768759636158,3,1,"Day30",104
"555","day30_3",82.0441563008014,3,1,"Day30",105
"556","day30_3",79.9903583713213,3,1,"Day30",106
"557","day30_3",77.1668083367451,3,1,"Day30",107
"558","day30_3",74.9560823279056,3,1,"Day30",108
"559","day30_3",71.5048016791905,3,1,"Day30",109
"560","day30_3",68.2471464828154,3,1,"Day30",110
"561","day30_3",65.8547221096437,3,1,"Day30",111
"562","day30_3",63.9585983681963,3,1,"Day30",112
"563","day30_3",62.2870534258008,3,1,"Day30",113
"564","day30_3",56.4661264064994,3,1,"Day30",114
"565","day30_3",51.176727027539,3,1,"Day30",115
"566","day30_3",49.4628657398745,3,1,"Day30",116
"567","day30_3",49.4203714071231,3,1,"Day30",117
"568","day30_3",50.4367386157376,3,1,"Day30",118
"569","day30_3",50.5526392164677,3,1,"Day30",119
"570","day30_3",50.2552766646957,3,1,"Day30",120
"571","day30_3",50.3058830953245,3,1,"Day30",121
"572","day30_3",48.8325001607439,3,1,"Day30",122
"573","day30_3",48.6244728701388,3,1,"Day30",123
"574","day30_3",49.5599439067226,3,1,"Day30",124
"575","day30_3",48.6820844688931,3,1,"Day30",125
"576","day30_3",45.5771380294773,3,1,"Day30",126
"577","day30_3",43.6068920684778,3,1,"Day30",127
"578","day30_3",41.272079085375,3,1,"Day30",128
"579","day30_3",40.8651493899113,3,1,"Day30",129
"580","day30_3",37.4194483209481,3,1,"Day30",130
"581","day30_3",36.5978457372541,3,1,"Day30",131
"582","day30_3",36.2635950378997,3,1,"Day30",132
"583","day30_3",34.83863107741,3,1,"Day30",133
"584","day30_3",33.2584161319356,3,1,"Day30",134
"585","day30_3",30.4330875408638,3,1,"Day30",135
"586","day30_3",29.1297072376546,3,1,"Day30",136
"587","day30_3",28.6622204200761,3,1,"Day30",137
"588","day30_3",28.8042416308703,3,1,"Day30",138
"589","day30_3",28.8384883145318,3,1,"Day30",139
"590","day30_3",28.0050869653791,3,1,"Day30",140
"591","day30_3",28.1564957427813,3,1,"Day30",141
"592","day30_3",28.0541959192005,3,1,"Day30",142
"593","day30_3",25.4425619172696,3,1,"Day30",143
"594","day30_3",24.619795460095,3,1,"Day30",144
"595","day30_3",24.033116595615,3,1,"Day30",145
"596","day30_3",24.243289502803,3,1,"Day30",146
"597","day30_3",24.8226077944487,3,1,"Day30",147
"598","day30_3",25.4657270838397,3,1,"Day30",148
"599","day30_3",25.8143174486274,3,1,"Day30",149
"600","day30_3",24.8545566772233,3,1,"Day30",150
"601","day30_4",0,4,1,"Day30",1
"602","day30_4",0,4,1,"Day30",2
"603","day30_4",0,4,1,"Day30",3
"604","day30_4",0,4,1,"Day30",4
"605","day30_4",0,4,1,"Day30",5
"606","day30_4",0,4,1,"Day30",6
"607","day30_4",0,4,1,"Day30",7
"608","day30_4",0,4,1,"Day30",8
"609","day30_4",0,4,1,"Day30",9
"610","day30_4",0,4,1,"Day30",10
"611","day30_4",0,4,1,"Day30",11
"612","day30_4",0,4,1,"Day30",12
"613","day30_4",0,4,1,"Day30",13
"614","day30_4",0,4,1,"Day30",14
"615","day30_4",0,4,1,"Day30",15
"616","day30_4",0,4,1,"Day30",16
"617","day30_4",0,4,1,"Day30",17
"618","day30_4",0,4,1,"Day30",18
"619","day30_4",0,4,1,"Day30",19
"620","day30_4",0,4,1,"Day30",20
"621","day30_4",0,4,1,"Day30",21
"622","day30_4",0,4,1,"Day30",22
"623","day30_4",0,4,1,"Day30",23
"624","day30_4",0,4,1,"Day30",24
"625","day30_4",0,4,1,"Day30",25
"626","day30_4",0,4,1,"Day30",26
"627","day30_4",0,4,1,"Day30",27
"628","day30_4",0,4,1,"Day30",28
"629","day30_4",0,4,1,"Day30",29
"630","day30_4",0,4,1,"Day30",30
"631","day30_4",0,4,1,"Day30",31
"632","day30_4",0,4,1,"Day30",32
"633","day30_4",0,4,1,"Day30",33
"634","day30_4",0.002,4,1,"Day30",34
"635","day30_4",0.00273575888234288,4,1,"Day30",35
"636","day30_4",0.00500642944881611,4,1,"Day30",36
"637","day30_4",0.00984176246789472,4,1,"Day30",37
"638","day30_4",0.0156205820768312,4,1,"Day30",38
"639","day30_4",0.0277464910051973,4,1,"Day30",39
"640","day30_4",0.0502073636054604,4,1,"Day30",40
"641","day30_4",0.0844702568658682,4,1,"Day30",41
"642","day30_4",0.147074870891424,4,1,"Day30",42
"643","day30_4",0.244105821313899,4,1,"Day30",43
"644","day30_4",0.393801513131653,4,1,"Day30",44
"645","day30_4",0.612871480583341,4,1,"Day30",45
"646","day30_4",0.919462817786914,4,1,"Day30",46
"647","day30_4",1.32225146758537,4,1,"Day30",47
"648","day30_4",1.82442913098343,4,1,"Day30",48
"649","day30_4",2.41516996916308,4,1,"Day30",49
"650","day30_4",3.08049137858976,4,1,"Day30",50
"651","day30_4",3.81524944688905,4,1,"Day30",51
"652","day30_4",4.6295518344512,4,1,"Day30",52
"653","day30_4",5.51511694173213,4,1,"Day30",53
"654","day30_4",6.50089813851957,4,1,"Day30",54
"655","day30_4",7.59754677431105,4,1,"Day30",55
"656","day30_4",8.82498126160744,4,1,"Day30",56
"657","day30_4",10.1405291748686,4,1,"Day30",57
"658","day30_4",11.5584922060334,4,1,"Day30",58
"659","day30_4",13.00613165354,4,1,"Day30",59
"660","day30_4",14.4746884445065,4,1,"Day30",60
"661","day30_4",15.9309402960958,4,1,"Day30",61
"662","day30_4",17.3446654134633,4,1,"Day30",62
"663","day30_4",18.7327458196105,4,1,"Day30",63
"664","day30_4",20.093392063725,4,1,"Day30",64
"665","day30_4",21.4359458436418,4,1,"Day30",65
"666","day30_4",22.7978437779402,4,1,"Day30",66
"667","day30_4",18.1188580289425,4,1,"Day30",67
"668","day30_4",17.2175553663521,4,1,"Day30",68
"669","day30_4",17.781984646512,4,1,"Day30",69
"670","day30_4",18.991626574678,4,1,"Day30",70
"671","day30_4",20.3746289712293,4,1,"Day30",71
"672","day30_4",12.6814071200113,4,1,"Day30",72
"673","day30_4",10.8972289645773,4,1,"Day30",73
"674","day30_4",11.418866501806,4,1,"Day30",74
"675","day30_4",12.9267662274957,4,1,"Day30",75
"676","day30_4",14.925491535925,4,1,"Day30",76
"677","day30_4",16.9467814854452,4,1,"Day30",77
"678","day30_4",19.3863725025201,4,1,"Day30",78
"679","day30_4",21.2458478825685,4,1,"Day30",79
"680","day30_4",22.5419106462528,4,1,"Day30",80
"681","day30_4",25.1447054914801,4,1,"Day30",81
"682","day30_4",28.5162202046262,4,1,"Day30",82
"683","day30_4",31.9865311531997,4,1,"Day30",83
"684","day30_4",35.443187205652,4,1,"Day30",84
"685","day30_4",39.9328199025501,4,1,"Day30",85
"686","day30_4",43.85846347015,4,1,"Day30",86
"687","day30_4",48.9226270320369,4,1,"Day30",87
"688","day30_4",54.6176286931846,4,1,"Day30",88
"689","day30_4",60.6827027217581,4,1,"Day30",89
"690","day30_4",63.6519187660531,4,1,"Day30",90
"691","day30_4",68.3982323051457,4,1,"Day30",91
"692","day30_4",73.0583034775315,4,1,"Day30",92
"693","day30_4",75.7346478562479,4,1,"Day30",93
"694","day30_4",79.1612199306724,4,1,"Day30",94
"695","day30_4",84.6917853505454,4,1,"Day30",95
"696","day30_4",91.1663666665704,4,1,"Day30",96
"697","day30_4",98.1242320229287,4,1,"Day30",97
"698","day30_4",97.303887641972,4,1,"Day30",98
"699","day30_4",99.9660998095375,4,1,"Day30",99
"700","day30_4",102.891472934021,4,1,"Day30",100
"701","day30_4",106.183657564274,4,1,"Day30",101
"702","day30_4",108.682784606285,4,1,"Day30",102
"703","day30_4",94.6941620659164,4,1,"Day30",103
"704","day30_4",88.4140354230073,4,1,"Day30",104
"705","day30_4",88.845705943128,4,1,"Day30",105
"706","day30_4",92.4085086528402,4,1,"Day30",106
"707","day30_4",99.2411905226932,4,1,"Day30",107
"708","day30_4",107.656793710677,4,1,"Day30",108
"709","day30_4",115.760721108593,4,1,"Day30",109
"710","day30_4",118.675989391032,4,1,"Day30",110
"711","day30_4",124.694456657641,4,1,"Day30",111
"712","day30_4",132.89452703239,4,1,"Day30",112
"713","day30_4",138.331164339419,4,1,"Day30",113
"714","day30_4",141.44119143378,4,1,"Day30",114
"715","day30_4",145.059306463282,4,1,"Day30",115
"716","day30_4",149.100336598429,4,1,"Day30",116
"717","day30_4",154.130948506304,4,1,"Day30",117
"718","day30_4",154.997607203723,4,1,"Day30",118
"719","day30_4",148.710433121016,4,1,"Day30",119
"720","day30_4",140.101511032923,4,1,"Day30",120
"721","day30_4",133.188465586066,4,1,"Day30",121
"722","day30_4",126.489298290284,4,1,"Day30",122
"723","day30_4",121.872812369198,4,1,"Day30",123
"724","day30_4",115.298502108373,4,1,"Day30",124
"725","day30_4",108.023948523533,4,1,"Day30",125
"726","day30_4",103.00778981597,4,1,"Day30",126
"727","day30_4",99.1644481538044,4,1,"Day30",127
"728","day30_4",90.838561770896,4,1,"Day30",128
"729","day30_4",82.8936393410948,4,1,"Day30",129
"730","day30_4",80.356865717469,4,1,"Day30",130
"731","day30_4",77.6996388544311,4,1,"Day30",131
"732","day30_4",75.324099720991,4,1,"Day30",132
"733","day30_4",69.1081877121002,4,1,"Day30",133
"734","day30_4",67.4534814758986,4,1,"Day30",134
"735","day30_4",66.4327490704218,4,1,"Day30",135
"736","day30_4",61.3452426035094,4,1,"Day30",136
"737","day30_4",57.8196535675056,4,1,"Day30",137
"738","day30_4",54.4066618431404,4,1,"Day30",138
"739","day30_4",52.7530923548581,4,1,"Day30",139
"740","day30_4",50.3887781355707,4,1,"Day30",140
"741","day30_4",46.8729955418255,4,1,"Day30",141
"742","day30_4",42.1416114059583,4,1,"Day30",142
"743","day30_4",40.085032454088,4,1,"Day30",143
"744","day30_4",37.730459338549,4,1,"Day30",144
"745","day30_4",36.6922602966072,4,1,"Day30",145
"746","day30_4",36.010328213233,4,1,"Day30",146
"747","day30_4",34.3314594194844,4,1,"Day30",147
"748","day30_4",33.30983810584,4,1,"Day30",148
"749","day30_4",32.4380046278876,4,1,"Day30",149
"750","day30_4",30.8572750152239,4,1,"Day30",150
"751","day30_5",0,5,1,"Day30",1
"752","day30_5",0,5,1,"Day30",2
"753","day30_5",0,5,1,"Day30",3
"754","day30_5",0,5,1,"Day30",4
"755","day30_5",0,5,1,"Day30",5
"756","day30_5",0,5,1,"Day30",6
"757","day30_5",0,5,1,"Day30",7
"758","day30_5",0,5,1,"Day30",8
"759","day30_5",0,5,1,"Day30",9
"760","day30_5",0,5,1,"Day30",10
"761","day30_5",0,5,1,"Day30",11
"762","day30_5",0,5,1,"Day30",12
"763","day30_5",0,5,1,"Day30",13
"764","day30_5",0,5,1,"Day30",14
"765","day30_5",0,5,1,"Day30",15
"766","day30_5",0,5,1,"Day30",16
"767","day30_5",0,5,1,"Day30",17
"768","day30_5",0,5,1,"Day30",18
"769","day30_5",0,5,1,"Day30",19
"770","day30_5",0,5,1,"Day30",20
"771","day30_5",0,5,1,"Day30",21
"772","day30_5",0,5,1,"Day30",22
"773","day30_5",0,5,1,"Day30",23
"774","day30_5",0,5,1,"Day30",24
"775","day30_5",0,5,1,"Day30",25
"776","day30_5",0.002,5,1,"Day30",26
"777","day30_5",0.000735758882342885,5,1,"Day30",27
"778","day30_5",0.00427067056647323,5,1,"Day30",28
"779","day30_5",0.0095710919014215,5,1,"Day30",29
"780","day30_5",0.0115210079400955,5,1,"Day30",30
"781","day30_5",0.00423834196273408,5,1,"Day30",31
"782","day30_5",0.00155919887274409,5,1,"Day30",32
"783","day30_5",0.000573597209980239,5,1,"Day30",33
"784","day30_5",0.000211014621065029,5,1,"Day30",34
"785","day30_5",0.00207762794087641,5,1,"Day30",35
"786","day30_5",0.00276431660585179,5,1,"Day30",36
"787","day30_5",0.00501693524818169,5,1,"Day30",37
"788","day30_5",0.00784562733549439,5,1,"Day30",38
"789","day30_5",0.0148862449998211,5,1,"Day30",39
"790","day30_5",0.0294763434916754,5,1,"Day30",40
"791","day30_5",0.050843740771495,5,1,"Day30",41
"792","day30_5",0.0927043669420833,5,1,"Day30",42
"793","day30_5",0.162104030704806,5,1,"Day30",43
"794","day30_5",0.277634740227322,5,1,"Day30",44
"795","day30_5",0.464136113084606,5,1,"Day30",45
"796","day30_5",0.75474613390905,5,1,"Day30",46
"797","day30_5",1.17365558596877,5,1,"Day30",47
"798","day30_5",1.74576376109393,5,1,"Day30",48
"799","day30_5",2.47423059684859,5,1,"Day30",49
"800","day30_5",3.34421856929794,5,1,"Day30",50
"801","day30_5",4.31626925842849,5,1,"Day30",51
"802","day30_5",5.34786672273615,5,1,"Day30",52
"803","day30_5",6.38337022141953,5,1,"Day30",53
"804","day30_5",7.38831066984624,5,1,"Day30",54
"805","day30_5",8.33400760042404,5,1,"Day30",55
"806","day30_5",9.20191005876255,5,1,"Day30",56
"807","day30_5",9.99319353012744,5,1,"Day30",57
"808","day30_5",10.6962904513814,5,1,"Day30",58
"809","day30_5",11.3309453538616,5,1,"Day30",59
"810","day30_5",11.8984218447228,5,1,"Day30",60
"811","day30_5",12.4111847790587,5,1,"Day30",61
"812","day30_5",12.8878197207956,5,1,"Day30",62
"813","day30_5",13.3311639168046,5,1,"Day30",63
"814","day30_5",13.744261131879,5,1,"Day30",64
"815","day30_5",14.16223110451,5,1,"Day30",65
"816","day30_5",14.575993664468,5,1,"Day30",66
"817","day30_5",15.014208403803,5,1,"Day30",67
"818","day30_5",15.4754185972226,5,1,"Day30",68
"819","day30_5",15.9850883454404,5,1,"Day30",69
"820","day30_5",16.5545853675968,5,1,"Day30",70
"821","day30_5",17.1940916138564,5,1,"Day30",71
"822","day30_5",17.9513528143561,5,1,"Day30",72
"823","day30_5",18.8159336416167,5,1,"Day30",73
"824","day30_5",19.8479951531969,5,1,"Day30",74
"825","day30_5",21.0656693653316,5,1,"Day30",75
"826","day30_5",22.5076266740206,5,1,"Day30",76
"827","day30_5",24.2220931229341,5,1,"Day30",77
"828","day30_5",15.2568100820676,5,1,"Day30",78
"829","day30_5",13.3266667670499,5,1,"Day30",79
"830","day30_5",14.1006067229404,5,1,"Day30",80
"831","day30_5",15.9953233214136,5,1,"Day30",81
"832","day30_5",18.3763506048382,5,1,"Day30",82
"833","day30_5",21.0102815912784,5,1,"Day30",83
"834","day30_5",23.8092506506541,5,1,"Day30",84
"835","day30_5",26.7409338240734,5,1,"Day30",85
"836","day30_5",29.3694397916026,5,1,"Day30",86
"837","day30_5",31.6644130980531,5,1,"Day30",87
"838","day30_5",34.5806865955335,5,1,"Day30",88
"839","day30_5",37.8155236600897,5,1,"Day30",89
"840","day30_5",30.6415537116793,5,1,"Day30",90
"841","day30_5",29.0603976560773,5,1,"Day30",91
"842","day30_5",30.5287228499376,5,1,"Day30",92
"843","day30_5",33.2328895017129,5,1,"Day30",93
"844","day30_5",34.6116968184024,5,1,"Day30",94
"845","day30_5",37.3869316835493,5,1,"Day30",95
"846","day30_5",38.235883534859,5,1,"Day30",96
"847","day30_5",39.4801954675003,5,1,"Day30",97
"848","day30_5",42.2399522459233,5,1,"Day30",98
"849","day30_5",45.6032100273387,5,1,"Day30",99
"850","day30_5",49.2804834204813,5,1,"Day30",100
"851","day30_5",50.0952767013852,5,1,"Day30",101
"852","day30_5",51.3910223982344,5,1,"Day30",102
"853","day30_5",54.2857006010915,5,1,"Day30",103
"854","day30_5",55.8805932007298,5,1,"Day30",104
"855","day30_5",59.0153213990132,5,1,"Day30",105
"856","day30_5",59.766523456822,5,1,"Day30",106
"857","day30_5",60.4068752500556,5,1,"Day30",107
"858","day30_5",59.7924475099035,5,1,"Day30",108
"859","day30_5",61.0624121762161,5,1,"Day30",109
"860","day30_5",59.6416060679666,5,1,"Day30",110
"861","day30_5",58.7489207108509,5,1,"Day30",111
"862","day30_5",58.1705201205332,5,1,"Day30",112
"863","day30_5",60.6577384345939,5,1,"Day30",113
"864","day30_5",64.4107349180419,5,1,"Day30",114
"865","day30_5",67.4773851670912,5,1,"Day30",115
"866","day30_5",71.1255427469797,5,1,"Day30",116
"867","day30_5",70.8396249187744,5,1,"Day30",117
"868","day30_5",73.9584416279133,5,1,"Day30",118
"869","day30_5",74.8617901759875,5,1,"Day30",119
"870","day30_5",73.904113535036,5,1,"Day30",120
"871","day30_5",71.3198039875399,5,1,"Day30",121
"872","day30_5",69.881089635393,5,1,"Day30",122
"873","day30_5",69.9838162035199,5,1,"Day30",123
"874","day30_5",69.6116071959958,5,1,"Day30",124
"875","day30_5",73.3246791543089,5,1,"Day30",125
"876","day30_5",78.7906419913625,5,1,"Day30",126
"877","day30_5",82.1594573453216,5,1,"Day30",127
"878","day30_5",87.6547752551459,5,1,"Day30",128
"879","day30_5",86.9683897368714,5,1,"Day30",129
"880","day30_5",87.8498826159804,5,1,"Day30",130
"881","day30_5",90.4701657237437,5,1,"Day30",131
"882","day30_5",95.1921140091386,5,1,"Day30",132
"883","day30_5",100.62722170561,5,1,"Day30",133
"884","day30_5",106.344686087695,5,1,"Day30",134
"885","day30_5",107.610023689494,5,1,"Day30",135
"886","day30_5",111.471515379337,5,1,"Day30",136
"887","day30_5",104.502078784284,5,1,"Day30",137
"888","day30_5",99.4481663444164,5,1,"Day30",138
"889","day30_5",100.846935860309,5,1,"Day30",139
"890","day30_5",104.701514408143,5,1,"Day30",140
"891","day30_5",108.187534610271,5,1,"Day30",141
"892","day30_5",95.9359697741426,5,1,"Day30",142
"893","day30_5",93.810870948752,5,1,"Day30",143
"894","day30_5",95.7010907804332,5,1,"Day30",144
"895","day30_5",92.7904637958032,5,1,"Day30",145
"896","day30_5",84.373703967239,5,1,"Day30",146
"897","day30_5",76.4373510650326,5,1,"Day30",147
"898","day30_5",74.8517299944295,5,1,"Day30",148
"899","day30_5",75.1004126010664,5,1,"Day30",149
"900","day30_5",75.389897819425,5,1,"Day30",150
"901","bimonthly_0",0,0,2,"F~Bimonthly",1
"902","bimonthly_0",0,0,2,"F~Bimonthly",2
"903","bimonthly_0",0,0,2,"F~Bimonthly",3
"904","bimonthly_0",0,0,2,"F~Bimonthly",4
"905","bimonthly_0",0,0,2,"F~Bimonthly",5
"906","bimonthly_0",0,0,2,"F~Bimonthly",6
"907","bimonthly_0",0,0,2,"F~Bimonthly",7
"908","bimonthly_0",0,0,2,"F~Bimonthly",8
"909","bimonthly_0",0,0,2,"F~Bimonthly",9
"910","bimonthly_0",0,0,2,"F~Bimonthly",10
"911","bimonthly_0",0,0,2,"F~Bimonthly",11
"912","bimonthly_0",0,0,2,"F~Bimonthly",12
"913","bimonthly_0",0,0,2,"F~Bimonthly",13
"914","bimonthly_0",0,0,2,"F~Bimonthly",14
"915","bimonthly_0",0,0,2,"F~Bimonthly",15
"916","bimonthly_0",0,0,2,"F~Bimonthly",16
"917","bimonthly_0",0,0,2,"F~Bimonthly",17
"918","bimonthly_0",0,0,2,"F~Bimonthly",18
"919","bimonthly_0",0,0,2,"F~Bimonthly",19
"920","bimonthly_0",0,0,2,"F~Bimonthly",20
"921","bimonthly_0",0,0,2,"F~Bimonthly",21
"922","bimonthly_0",0,0,2,"F~Bimonthly",22
"923","bimonthly_0",0,0,2,"F~Bimonthly",23
"924","bimonthly_0",0,0,2,"F~Bimonthly",24
"925","bimonthly_0",0,0,2,"F~Bimonthly",25
"926","bimonthly_0",0,0,2,"F~Bimonthly",26
"927","bimonthly_0",0,0,2,"F~Bimonthly",27
"928","bimonthly_0",0,0,2,"F~Bimonthly",28
"929","bimonthly_0",0,0,2,"F~Bimonthly",29
"930","bimonthly_0",0.004,0,2,"F~Bimonthly",30
"931","bimonthly_0",0.00947151776468577,0,2,"F~Bimonthly",31
"932","bimonthly_0",0.015484376662318,0,2,"F~Bimonthly",32
"933","bimonthly_0",0.0196963838334217,0,2,"F~Bimonthly",33
"934","bimonthly_0",0.0392458946777374,0,2,"F~Bimonthly",34
"935","bimonthly_0",0.0544377578023193,0,2,"F~Bimonthly",35
"936","bimonthly_0",0.0900265319189436,0,2,"F~Bimonthly",36
"937","bimonthly_0",0.127118910252944,0,2,"F~Bimonthly",37
"938","bimonthly_0",0.196764433666176,0,2,"F~Bimonthly",38
"939","bimonthly_0",0.284385589899528,0,2,"F~Bimonthly",39
"940","bimonthly_0",0.402619611889449,0,2,"F~Bimonthly",40
"941","bimonthly_0",0.568115477826553,0,2,"F~Bimonthly",41
"942","bimonthly_0",0.772998004503679,0,2,"F~Bimonthly",42
"943","bimonthly_0",1.03237007392345,0,2,"F~Bimonthly",43
"944","bimonthly_0",1.38378772587708,0,2,"F~Bimonthly",44
"945","bimonthly_0",1.79306705529556,0,2,"F~Bimonthly",45
"946","bimonthly_0",2.27763250628505,0,2,"F~Bimonthly",46
"947","bimonthly_0",2.85189417360606,0,2,"F~Bimonthly",47
"948","bimonthly_0",3.50315323486629,0,2,"F~Bimonthly",48
"949","bimonthly_0",4.25073805438054,0,2,"F~Bimonthly",49
"950","bimonthly_0",5.0777591400117,0,2,"F~Bimonthly",50
"951","bimonthly_0",5.98400319483069,0,2,"F~Bimonthly",51
"952","bimonthly_0",6.96139175128244,0,2,"F~Bimonthly",52
"953","bimonthly_0",8.02095290723727,0,2,"F~Bimonthly",53
"954","bimonthly_0",9.1667436731769,0,2,"F~Bimonthly",54
"955","bimonthly_0",10.3602565398502,0,2,"F~Bimonthly",55
"956","bimonthly_0",11.6853253862729,0,2,"F~Bimonthly",56
"957","bimonthly_0",12.5927909730085,0,2,"F~Bimonthly",57
"958","bimonthly_0",13.3326289059391,0,2,"F~Bimonthly",58
"959","bimonthly_0",14.1908000712631,0,2,"F~Bimonthly",59
"960","bimonthly_0",15.6125035999919,0,2,"F~Bimonthly",60
"961","bimonthly_0",16.4135190996522,0,2,"F~Bimonthly",61
"962","bimonthly_0",17.9761962340368,0,2,"F~Bimonthly",62
"963","bimonthly_0",19.8870730249656,0,2,"F~Bimonthly",63
"964","bimonthly_0",22.00004531096,0,2,"F~Bimonthly",64
"965","bimonthly_0",24.1573643747424,0,2,"F~Bimonthly",65
"966","bimonthly_0",26.2929977063551,0,2,"F~Bimonthly",66
"967","bimonthly_0",28.3046533029359,0,2,"F~Bimonthly",67
"968","bimonthly_0",30.1547000396355,0,2,"F~Bimonthly",68
"969","bimonthly_0",31.7192941992736,0,2,"F~Bimonthly",69
"970","bimonthly_0",32.9648762243813,0,2,"F~Bimonthly",70
"971","bimonthly_0",33.3051002437112,0,2,"F~Bimonthly",71
"972","bimonthly_0",33.7582616658153,0,2,"F~Bimonthly",72
"973","bimonthly_0",34.1449704365395,0,2,"F~Bimonthly",73
"974","bimonthly_0",32.7272326430096,0,2,"F~Bimonthly",74
"975","bimonthly_0",32.2896760557982,0,2,"F~Bimonthly",75
"976","bimonthly_0",32.2547079830139,0,2,"F~Bimonthly",76
"977","bimonthly_0",31.9458439479392,0,2,"F~Bimonthly",77
"978","bimonthly_0",31.614219219318,0,2,"F~Bimonthly",78
"979","bimonthly_0",30.4582212994742,0,2,"F~Bimonthly",79
"980","bimonthly_0",29.8269534307267,0,2,"F~Bimonthly",80
"981","bimonthly_0",28.5007229599424,0,2,"F~Bimonthly",81
"982","bimonthly_0",27.7868300354857,0,2,"F~Bimonthly",82
"983","bimonthly_0",27.2142035053803,0,2,"F~Bimonthly",83
"984","bimonthly_0",26.9955459774852,0,2,"F~Bimonthly",84
"985","bimonthly_0",25.4651063683152,0,2,"F~Bimonthly",85
"986","bimonthly_0",24.1600891001471,0,2,"F~Bimonthly",86
"987","bimonthly_0",21.5580000768144,0,2,"F~Bimonthly",87
"988","bimonthly_0",19.8727450210324,0,2,"F~Bimonthly",88
"989","bimonthly_0",19.39277433288,0,2,"F~Bimonthly",89
"990","bimonthly_0",17.0882029843438,0,2,"F~Bimonthly",90
"991","bimonthly_0",16.4663985645046,0,2,"F~Bimonthly",91
"992","bimonthly_0",16.4396495020162,0,2,"F~Bimonthly",92
"993","bimonthly_0",15.0098090718561,0,2,"F~Bimonthly",93
"994","bimonthly_0",14.6758001734445,0,2,"F~Bimonthly",94
"995","bimonthly_0",14.6649251665505,0,2,"F~Bimonthly",95
"996","bimonthly_0",14.0869244750916,0,2,"F~Bimonthly",96
"997","bimonthly_0",13.576289903721,0,2,"F~Bimonthly",97
"998","bimonthly_0",13.5204379429624,0,2,"F~Bimonthly",98
"999","bimonthly_0",13.6938911548502,0,2,"F~Bimonthly",99
"1000","bimonthly_0",13.9277010255088,0,2,"F~Bimonthly",100
"1001","bimonthly_0",14.1077148700671,0,2,"F~Bimonthly",101
"1002","bimonthly_0",14.2279382626063,0,2,"F~Bimonthly",102
"1003","bimonthly_0",14.3281659770694,0,2,"F~Bimonthly",103
"1004","bimonthly_0",13.619037692656,0,2,"F~Bimonthly",104
"1005","bimonthly_0",13.3461639756671,0,2,"F~Bimonthly",105
"1006","bimonthly_0",12.1237793451508,0,2,"F~Bimonthly",106
"1007","bimonthly_0",11.62808917038,0,2,"F~Bimonthly",107
"1008","bimonthly_0",11.5177349458911,0,2,"F~Bimonthly",108
"1009","bimonthly_0",11.5191378954552,0,2,"F~Bimonthly",109
"1010","bimonthly_0",11.0736540117568,0,2,"F~Bimonthly",110
"1011","bimonthly_0",11.001769649571,0,2,"F~Bimonthly",111
"1012","bimonthly_0",10.9793248705811,0,2,"F~Bimonthly",112
"1013","bimonthly_0",10.9910678978291,0,2,"F~Bimonthly",113
"1014","bimonthly_0",11.0213879161307,0,2,"F~Bimonthly",114
"1015","bimonthly_0",10.4385420275198,0,2,"F~Bimonthly",115
"1016","bimonthly_0",9.7721250077286,0,2,"F~Bimonthly",116
"1017","bimonthly_0",8.78496388690067,0,2,"F~Bimonthly",117
"1018","bimonthly_0",8.57780760542432,0,2,"F~Bimonthly",118
"1019","bimonthly_0",8.32159906835965,0,2,"F~Bimonthly",119
"1020","bimonthly_0",8.37934521492094,0,2,"F~Bimonthly",120
"1021","bimonthly_0",8.41258883504771,0,2,"F~Bimonthly",121
"1022","bimonthly_0",8.47881847944247,0,2,"F~Bimonthly",122
"1023","bimonthly_0",8.5131830040114,0,2,"F~Bimonthly",123
"1024","bimonthly_0",8.54182500610593,0,2,"F~Bimonthly",124
"1025","bimonthly_0",8.6363618098305,0,2,"F~Bimonthly",125
"1026","bimonthly_0",8.65713995635483,0,2,"F~Bimonthly",126
"1027","bimonthly_0",8.63478380928678,0,2,"F~Bimonthly",127
"1028","bimonthly_0",8.61055944239664,0,2,"F~Bimonthly",128
"1029","bimonthly_0",8.63164779584236,0,2,"F~Bimonthly",129
"1030","bimonthly_0",8.6874057675232,0,2,"F~Bimonthly",130
"1031","bimonthly_0",8.219917978986,0,2,"F~Bimonthly",131
"1032","bimonthly_0",8.06193883258446,0,2,"F~Bimonthly",132
"1033","bimonthly_0",8.05782155248952,0,2,"F~Bimonthly",133
"1034","bimonthly_0",8.15230688978905,0,2,"F~Bimonthly",134
"1035","bimonthly_0",8.21706610287369,0,2,"F~Bimonthly",135
"1036","bimonthly_0",8.26888968599398,0,2,"F~Bimonthly",136
"1037","bimonthly_0",8.37795451679177,0,2,"F~Bimonthly",137
