id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32894636,Mets 250m to Panathenaic (Kallimarmaro) Stadium,665980,Harry,,ΣΤΑΔΙΟ,37.96724,23.73688,Entire home/apt,50,1,17,2019-11-11,2.13,1,270
32897259,The Fla(r)t,23805920,Dimitris,,ΒΟΤΑΝΙΚΟΣ,37.97713,23.70573,Entire home/apt,50,5,1,2019-03-09,0.12,1,0
32903308,The CENTRAL HUGE APRT for 13 prs. METRO 5 min.,717815,Christos,,ΠΑΓΚΡΑΤΙ,37.97309,23.74466,Entire home/apt,139,1,6,2019-08-14,0.77,15,358
32904842,Spacious studio in the heart of Kolonaki,168147007,Apostolos,,ΚΟΛΩΝΑΚΙ,37.9789,23.73933,Entire home/apt,40,1,25,2019-11-10,3.30,1,363
32904911,Stylish%Chic stay in the center of Athens/1bedr,17421879,Michalis,,ΠΕΤΡΑΛΩΝΑ,37.96664,23.70402,Entire home/apt,34,2,26,2019-11-06,3.18,3,349
32905347,Athens City Center Apartment Lydia,247184655,Panagiotis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98253,23.72115,Entire home/apt,35,2,4,2019-09-24,0.62,2,350
32909350,Very modern downtown apartment best value,342773,Spyridon,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98815,23.72543,Entire home/apt,25,2,36,2019-10-21,4.68,2,162
32913191,Charming 2bdr apartment renovated with taste,247624358,Miltiadis,,ΓΚΥΖΗ,37.98975,23.74824,Entire home/apt,50,2,3,2019-09-03,0.42,1,327
32916292,Athens Platia Amerikis (TINA),247593041,Fwtini,,ΑΝΩ ΚΥΨΕΛΗ,38.00652,23.73633,Entire home/apt,35,3,1,2019-08-22,0.33,1,180
32918094,Herodes Atticus Luxury Apartment,210134221,Αποστολατου,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96578,23.72608,Entire home/apt,40,1,1,2019-09-11,0.43,11,355
32918354,Top Acropolis flat -1 min walk from metro station,2718115,Alex & Maria | Preffered |,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96833,23.73069,Entire home/apt,75,2,4,2019-10-26,1.24,40,364
32921918,New!!!Super central..close to Acropolis.!,247699906,Konstantinos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98598,23.73663,Entire home/apt,29,1,10,2019-10-01,1.30,1,278
32929381,Incredible Acropolis View Flat!,30031300,Nasos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98113,23.72115,Entire home/apt,45,2,31,2019-11-10,3.94,6,343
32933346,Cozy studio just next to the heart of Athens!,180173825,Eleni,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95738,23.72304,Entire home/apt,30,3,3,2019-10-23,1.23,1,46
32934043,Santorini style 2 in Athens Plaza - Aegean style!,131049394,Danielle,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98911,23.73112,Entire home/apt,29,1,11,2019-07-11,1.46,3,332
32938340,"Noa’s Home at the historic center, next to metro",247842077,Noa,,ΠΕΤΡΑΛΩΝΑ,37.97055,23.71126,Entire home/apt,40,60,0,,,1,170
32950420,Perfect Stay for 2 at the Heart of Kolonaki Area,247957833,Ana,,ΚΟΛΩΝΑΚΙ,37.97774,23.73966,Entire home/apt,58,1,18,2019-11-12,2.19,1,355
32951949,A blue bedroom and a bike in the center of Athens,147161902,Frida,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98608,23.71355,Private room,18,2,1,2019-04-02,0.13,1,0
32953910,house with colors,26774782,Natassa,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98831,23.74567,Entire home/apt,82,2,0,,,2,179
32962478,70m2 apartment 4 mins from Athens central station!,125379310,Panagiotis,,ΚΟΛΩΝΟΣ,37.99431,23.71773,Entire home/apt,30,1,26,2019-11-10,5.31,1,21
32972003,AeEl accomodation,238670115,AeEl,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99243,23.71952,Entire home/apt,30,1,0,,,3,46
32972194,AeEl accommodation,238670115,AeEl,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99182,23.71888,Entire home/apt,29,1,0,,,3,47
32972704,"Modernly Renovated Apt, Large Balcony_Great Views!",248158255,Nia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98714,23.73175,Entire home/apt,58,1,27,2019-11-12,3.28,1,365
32973654,"Lightful cozy penthouse,walking to Acropolis hill",230207708,Efstathios,,ΠΕΤΡΑΛΩΝΑ,37.96808,23.70987,Entire home/apt,35,1,17,2019-10-31,2.24,1,361
32975071,"Deluxe, Modern Studio w/Terrace",248174010,Trikoupi Residence,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98707,23.74394,Hotel room,60,1,6,2019-11-01,1.41,15,362
32983117,The old merchant's house,248231266,Nikolas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97885,23.72516,Entire home/apt,300,2,22,2019-11-03,2.82,1,253
32983409,Olympian Zeus' flat. 5 min from Acropolis' museum,54024405,Aris And Dimitra,,ΖΑΠΠΕΙΟ,37.96755,23.73243,Entire home/apt,55,1,5,2019-07-07,0.66,4,282
32986790,LUKAS 2 B/R LUXURIOUS APARTMENT WITH VERANDA,163533843,Androniki,,ΠΑΤΗΣΙΑ,38.01326,23.73281,Entire home/apt,40,1,1,2019-09-24,0.53,5,355
32997449,The BOUTIQUE APRT2 for 11prs. KOLONAKI. METRO 2min,717815,Christos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97797,23.73746,Entire home/apt,119,1,7,2019-10-26,0.86,15,269
32998177,Studio apartment in Athens with cabin hydromassage,248360486,Stathis,,ΓΚΥΖΗ,37.99539,23.74884,Entire home/apt,20,1,18,2019-09-29,2.56,2,265
32999025,"Cozy aprt. next to metro station Attiki, for 4",248365997,Aggeliki,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99957,23.72211,Entire home/apt,24,2,9,2019-11-12,1.20,1,353
33001641,Classy & Spacious City Loft Apt (Megaro Mousikis),248379601,Iridanou,,ΙΛΙΣΙΑ,37.97718,23.75352,Entire home/apt,60,2,8,2019-10-20,1.10,1,168
33002415,XENIA'S UNIQUE PENTHOUSE WITH  ROOF SWIMMING POOL,131413476,Xenia,,ΛΥΚΑΒΗΤΤΟΣ,37.98663,23.75084,Entire home/apt,220,3,2,2019-10-13,0.27,1,189
33006281,Central Athens Studio 15mins walk to Acropolis,217902247,Dimitris,,ΣΤΑΔΙΟ,37.9682,23.74297,Entire home/apt,35,2,43,2019-11-04,5.40,2,70
33006337,Modern Athenian GuestHouse near Acropolis Museum,14349356,Gerry,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96187,23.72754,Entire home/apt,39,2,6,2019-09-29,1.31,1,63
33007266,Αthenian terrace apartment in Kypseli,17388073,Katerina,,ΚΥΨΕΛΗ,38.00047,23.74218,Entire home/apt,23,3,12,2019-11-06,1.66,1,302
33010141,Άνετο σπίτι  κοντά σε μέτρο κ τραίνο,197852162,Panos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98987,23.72604,Entire home/apt,50,5,1,2019-08-17,0.32,2,69
33010348,Filia's apartment,226952720,Filia,,ΚΥΨΕΛΗ,37.9986,23.74067,Entire home/apt,50,3,8,2019-10-10,1.09,1,334
33010416,Acropolis View Jacuzzi Apartment-Athenian Lofts,247855072,George,,ΘΗΣΕΙΟ,37.97743,23.72159,Entire home/apt,190,2,34,2019-11-15,4.53,2,325
33011149,Renovated Apartment in the centre of Athens,248447328,Μαρινελα,,ΠΑΤΗΣΙΑ,38.01561,23.73165,Entire home/apt,45,1,8,2019-10-28,1.01,1,151
33013896,Acropolis View | Ederlezi Sapphire Apartment,248409239,Giannis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98519,23.72252,Entire home/apt,50,1,47,2019-11-17,5.73,11,343
33014411,Pandora appartement,174517635,Panagiotis,,ΓΚΥΖΗ,37.99053,23.74831,Entire home/apt,35,2,0,,,1,0
33016098,Artistic Studio in Plaka (Minutes from Acropolis),248486868,Gabriela,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97387,23.73295,Entire home/apt,69,1,61,2019-11-12,7.79,1,168
33018544,Brand new Modern Apartment with satellite TV,248509376,So & Pen Akinita,,ΠΑΤΗΣΙΑ,38.01303,23.73757,Entire home/apt,40,5,2,2019-07-26,0.35,1,339
33018721,Acropolis Elegant Maisonette,99353246,Giota,,ΑΚΡΟΠΟΛΗ,37.96843,23.72702,Entire home/apt,37,1,70,2019-11-17,9.77,2,296
33018939,Koukaki Fab Appartment Acropolis View,188171919,Κυριακή,,ΑΚΡΟΠΟΛΗ,37.96276,23.71889,Entire home/apt,40,1,37,2019-11-03,4.46,2,174
33029866,Beautiful penthouse with view to the Acropolis!,248595739,Thanasis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97986,23.73039,Entire home/apt,80,2,15,2019-11-05,1.90,1,358
33030564,Keramikos apartment with Acropolis view,248493653,Nikos,,ΒΟΤΑΝΙΚΟΣ,37.98115,23.71034,Entire home/apt,50,2,2,2019-06-18,0.38,1,3
33035080,"New Luxurious, 2bedroom apartment in center !",61916991,Velissarios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98537,23.73782,Entire home/apt,49,5,5,2019-06-28,0.75,1,109
33037145,Salaminos-Cozy studio apartment,7032540,Athens B&B,,ΚΕΡΑΜΕΙΚΟΣ,37.9821,23.71531,Entire home/apt,40,1,3,2019-07-13,0.57,12,363
33037398,Right on Metro station (2 lines interchange),248649201,Massimiliano,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99996,23.72214,Entire home/apt,45,2,4,2019-10-26,0.63,1,231
33038191,Studio near the center (Pathsesian street),248651763,Giorgos,,ΠΑΤΗΣΙΑ,38.00991,23.73554,Entire home/apt,20,1,135,2019-11-17,16.27,1,232
33040149,Getaway flat+yard space 5 min to museum and metro,248671441,Stella,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98681,23.73695,Entire home/apt,32,1,6,2019-11-01,0.87,1,42
33040219,Katehaki Metro Flat,248671418,Anna,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99365,23.77124,Entire home/apt,65,1,5,2019-08-25,0.64,1,357
33044878,Phileas Fogg,150673428,John,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98407,23.73901,Entire home/apt,35,2,58,2019-11-09,7.70,1,152
33054111,Monastiraki Spacious 1 BR flat Under Acropolis,6970711,Evangelia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97867,23.72641,Entire home/apt,45,2,21,2019-10-21,2.78,2,363
33059687,Stylish apartment next to Thiseio and Keramikos,248592808,Stavroula,,ΠΕΤΡΑΛΩΝΑ,37.9761,23.71296,Entire home/apt,45,2,8,2019-10-23,1.15,1,299
33063409,c2. Athens Hilton Area Luxury,153281649,Giannis,,ΙΛΙΣΙΑ,37.97839,23.75621,Entire home/apt,64,2,10,2019-09-30,1.28,6,359
33066134,Sweet little Home.,219670534,Niki,,ΓΟΥΔΙ,37.9825,23.76485,Entire home/apt,21,1,7,2019-11-15,0.88,1,342
33071039,Notos | 3BDR Suite Apartment with Acropolis View,248886067,Vasileios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97735,23.72903,Entire home/apt,233,1,5,2019-10-11,0.84,4,348
33071122,Loft and the city,231387850,Monkfish Trading MON IKE,,ΓΟΥΔΙ,37.98004,23.75774,Entire home/apt,30,2,41,2019-11-10,5.13,20,252
33071601,Kekias | 2BDR Suite Apartment with Ermou Str. View,248886067,Vasileios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97744,23.72732,Entire home/apt,179,1,2,2019-07-22,0.32,4,350
33072057,Voreas | 2BDR Suite Apartment with Ermou Str. View,248886067,Vasileios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97688,23.72905,Entire home/apt,179,1,3,2019-11-12,0.39,4,341
33072369,Apeliotis | 2BDR Suite Apartment w Acropolis View,248886067,Vasileios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97653,23.7276,Entire home/apt,215,1,2,2019-10-31,2,4,354
33073370,"Wisdom Residence ""Ares"" Luxury apartment at Plaka",63618450,Katerina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97338,23.73353,Entire home/apt,120,1,4,2019-10-14,0.56,3,300
33073667,Amazing Athens Comfy Apartment,24672003,Ioannis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98884,23.73572,Entire home/apt,26,1,3,2019-09-17,0.85,4,360
33079748,Athens Renovated Charmer with Complimentary Wine,37338386,Noula,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9623,23.73114,Entire home/apt,65,2,0,,,1,227
33082472,La casa bohemia,248984777,Nickie,,ΓΟΥΔΙ,37.98587,23.76808,Entire home/apt,49,3,11,2019-10-05,2.10,1,132
33083330,Exquisite apartment in the center of Athens,131203748,Lillian,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98427,23.72506,Entire home/apt,45,2,11,2019-10-13,1.52,3,361
33084238,"(A) Koukaki, A modern, newly refurbished Studi...",240367992,Gpm,,ΑΚΡΟΠΟΛΗ,37.96275,23.71812,Entire home/apt,37,1,24,2019-10-07,3.00,17,336
33084897,Modern apartment next to Archeological Museum,1167063,Dimi David,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98832,23.73219,Entire home/apt,45,2,1,2019-06-11,0.19,41,0
33085069,Modern flat next to Acropolis,72877670,Vasiliki,,ΑΚΡΟΠΟΛΗ,37.96892,23.72425,Entire home/apt,99,1,33,2019-11-03,4.19,4,247
33085102,"Όμορφο, γαλήνιο διαμέρισμα στο κέντρο της Αθήνας",246521945,Kleanthis,,ΝΕΑ ΚΥΨΕΛΗ,38.0003,23.74758,Entire home/apt,29,3,1,2019-04-30,0.15,1,78
33085887,"Wisdom Residence ""Athena""Luxury Apartment at Plaka",63618450,Katerina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97333,23.73177,Entire home/apt,90,2,1,2019-04-26,0.14,3,329
33087088,Charming Rooftop Apartment with Acropolis view,106053415,Spyros,,ΓΚΑΖΙ,37.97831,23.71237,Entire home/apt,30,2,50,2019-10-31,6.61,2,121
33087645,89m² homm New Apartment near Acropolis museum,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96834,23.73086,Entire home/apt,75,2,49,2019-11-18,6.48,94,327
33088285,Stylish%Chic stay in the center of Athens/3bedr,17421879,Michalis,,ΠΕΤΡΑΛΩΝΑ,37.96786,23.70265,Entire home/apt,72,2,8,2019-09-15,0.99,3,273
33089209,Athens Heart Syntagma Apartment,7032540,Athens B&B,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9769,23.73334,Entire home/apt,50,2,0,,,12,360
33090023,Artemis Superior Apartment,75139781,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97741,23.72767,Entire home/apt,100,1,0,,,9,340
33090661,"Wisdom Residence ""Aphrodite"" Plaka Athens",63618450,Katerina,,ΖΑΠΠΕΙΟ,37.9712,23.73263,Entire home/apt,90,2,1,2019-04-22,0.14,3,332
33092354,A poet`s sunny downtown flat of the 60s.,65557905,Melina&Zoe,,ΠΑΓΚΡΑΤΙ,37.97173,23.74756,Entire home/apt,60,2,14,2019-11-01,2.40,1,363
33096423,Modern apartment,1923996,Nikos,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99495,23.7691,Entire home/apt,32,1,13,2019-08-21,1.89,1,106
33096812,HOUSE 9' FROM AMBELOKIPOI(AIRPORT METRO LINE),249101990,Πεπη,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98962,23.76453,Entire home/apt,18,1,74,2019-11-03,8.95,1,98
33104947,Authentic down town apartment,54443805,Housefull,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98327,23.72628,Entire home/apt,65,2,7,2019-10-28,1.18,13,285
33110908,Lamprini’s rooftop in Acropolis Koukaki,37997667,Thanasis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9643,23.72318,Entire home/apt,50,2,26,2019-11-09,3.61,1,289
33115402,"APARTMENT IN THE CENTER , NEAR METRO STATION",63394839,Stefanos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99798,23.72313,Entire home/apt,25,2,11,2019-11-09,1.39,1,179
33130357,Raise 1 Hotel Style Room in the center of Athens,29885761,Raise Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97969,23.7243,Hotel room,45,1,4,2019-06-28,0.63,14,350
33131028,Raise 2 Hotel Style Room in the center of Athens,29885761,Raise Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97818,23.72358,Hotel room,45,1,4,2019-07-02,0.61,14,357
33131721,Downtown cosy flat!,249142791,Sarkis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95733,23.72661,Entire home/apt,35,1,12,2019-10-12,1.65,1,359
33133598,Raise 3 Hotel Style Room in the center of Athens,29885761,Raise Team,,ΚΕΡΑΜΕΙΚΟΣ,37.98018,23.72272,Hotel room,45,1,8,2019-06-25,1.24,14,364
33133767,Raise 4 Hotel Style Room in the center of Athens,29885761,Raise Team,,ΘΗΣΕΙΟ,37.97812,23.72235,Hotel room,38,1,6,2019-06-04,0.91,14,359
33133801,PLAKA VIEW ACROPOLIS APARTMENT,103236769,Rundong,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97496,23.72828,Entire home/apt,110,1,3,2019-05-15,0.42,1,179
33134101,Raise 5 hotel style room in the center of Athens,29885761,Raise Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97836,23.72404,Hotel room,38,1,7,2019-06-10,1.09,14,356
33134229,Raise 6 hotel style room in the center of Athens,29885761,Raise Team,,ΚΕΡΑΜΕΙΚΟΣ,37.98021,23.72211,Hotel room,45,1,3,2019-05-28,0.46,14,350
33134411,Raise comfy studio in the heart of Athens,29885761,Raise Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97976,23.72904,Entire home/apt,50,1,6,2019-07-18,1.23,14,304
33134851,Cozy Apartment @ Gyzi Square,249459104,Apostolos,,ΓΚΥΖΗ,37.99295,23.74861,Entire home/apt,30,1,9,2019-11-09,1.29,1,175
33138450,Acropolis Walk Apartment Brand New,35073468,Angeliki,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00682,23.73022,Entire home/apt,26,2,0,,,1,364
33144195,Modern apartment-fully equiped-excellent location,248608547,Zhou,,ΒΟΤΑΝΙΚΟΣ,37.97689,23.70685,Entire home/apt,47,2,0,,,1,180
33145944,a2. Lycabettus quiet apartment perfect for groups,153281649,Giannis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98728,23.74553,Entire home/apt,53,2,9,2019-11-11,1.15,6,345
33146856,Βright and quiet Athenian apartment at Pagrati,942008,Vassilis,,ΠΑΓΚΡΑΤΙ,37.97062,23.74637,Entire home/apt,38,2,26,2019-11-12,3.35,3,161
33148285,Host by Jo,66159603,Ioanna,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95294,23.72544,Entire home/apt,35,1,2,2019-05-02,0.26,1,89
33148358,Monastiraki Studio in the Centre of Athens,249580486,Bessie,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97787,23.72572,Entire home/apt,41,1,52,2019-11-17,6.90,1,292
33149842,"Fully renovated, adorable apartment in Kolonaki",249589959,Hara,,ΚΟΛΩΝΑΚΙ,37.9797,23.74643,Entire home/apt,50,2,15,2019-11-12,1.88,1,364
33150113,Central Boutique Apartment D1,249590410,Petros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97837,23.73086,Entire home/apt,99,2,5,2019-08-08,0.69,5,338
33151818,Central Boutique Apartment C2,249590410,Petros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97646,23.73123,Entire home/apt,60,1,10,2019-08-15,1.36,5,342
33152222,Central Boutique Apartment C1,249590410,Petros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97677,23.73059,Entire home/apt,60,2,21,2019-11-10,2.78,5,346
33152512,Central Boutique Apartment B1,249590410,Petros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97681,23.72995,Entire home/apt,57,2,5,2019-07-03,0.68,5,342
33152755,Central Boutique Apartment B2,249590410,Petros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97789,23.7305,Entire home/apt,60,1,14,2019-11-10,1.87,5,362
33152860,33m² homm Fix Lodge in Koukaki,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9638,23.72573,Entire home/apt,40,2,33,2019-11-17,4.97,94,163
33153081,Luxurious loft apartment with best Acropolis view,113604662,Nikos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97767,23.72708,Entire home/apt,95,2,1,2019-04-27,0.14,7,356
33153675,Lovely APT withPVT Terrace&Jacuzzi &AcropolisVIEW,32601523,Stella And Nikos,,ΖΑΠΠΕΙΟ,37.96876,23.73116,Entire home/apt,40,1,84,2019-11-14,10.50,14,331
33156034,Athens spacious apartment,1826598,Apartments Historical Centre,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98993,23.76932,Entire home/apt,40,2,7,2019-09-28,0.89,5,283
33159803,Familly home,249661877,Δημήτρης,,ΠΑΓΚΡΑΤΙ,37.96645,23.74855,Entire home/apt,98,5,0,,,1,364
33160749,Panathenaic Stadium Apartment,178022571,TravelNest,,ΣΤΑΔΙΟ,37.96518,23.74227,Entire home/apt,45,1,1,2019-04-13,0.14,1,115
33162854,Saint John's Central Studio,9361507,Σταύρος,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9568,23.73795,Entire home/apt,27,3,12,2019-10-14,1.59,1,169
33163081,New single room 17m+metro near Hilton in downtown,173157292,Bella,,ΠΑΓΚΡΑΤΙ,37.96936,23.7524,Private room,23,1,15,2019-10-27,3.19,3,86
33163418,All about Athens-beautiful place in temple of Zeus,22072999,Aliki,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97078,23.73074,Entire home/apt,75,2,3,2019-10-14,0.51,3,364
33164477,A Pretty flat at the heart of Athens near metro,104363322,Sotiris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98635,23.73519,Entire home/apt,45,2,39,2019-11-03,5.13,9,323
33167657,"""The Forest"" Loft in Acropolis",248088435,Stamatia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9614,23.72244,Entire home/apt,38,1,39,2019-11-13,5.15,1,350
33174673,Chez Christine,249474955,Χριστινα,,ΓΟΥΔΙ,37.98748,23.76995,Entire home/apt,40,2,42,2019-11-18,5.36,1,169
33176980,Athens city-downtown comfort flat,249798920,Michail,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95292,23.72119,Entire home/apt,30,3,2,2019-06-05,0.32,1,0
33178370,St Bjur. Suites-Single Room,249627640,Markos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97703,23.725,Hotel room,100,1,0,,,4,258
33178864,Asty36 - Renovated apartment,3349638,Stefanos,,ΠΑΓΚΡΑΤΙ,37.972,23.75,Entire home/apt,40,3,3,2019-08-02,0.51,3,0
33178942,Acropolis View and Walking Distance 4 Bedroom Flat,249809115,Desy & Giannis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98782,23.72968,Entire home/apt,120,1,25,2019-11-04,3.50,1,332
33179520,White Marble residence with Parthenon views,54443805,Housefull,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96623,23.72541,Entire home/apt,130,2,27,2019-10-20,3.82,13,332
33180600,Stunning renovation in Plaka for four guests minutes from Acropolis!,249817997,Sotiris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97567,23.72767,Entire home/apt,80,2,6,2019-09-01,0.77,2,345
33181095,Koukaki 3bdr corner flat in good location!,2718115,Alex & Maria | Preffered |,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96265,23.72092,Entire home/apt,55,2,6,2019-09-28,1.01,40,338
33181274,Cozy Penthouse close to Larissa station,29927830,Homm ®,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9896,23.72194,Entire home/apt,35,2,4,2019-06-18,0.63,94,0
33181804,"Stunning, modern apartment in Plaka central to ancient sites!",249817997,Sotiris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97554,23.7282,Entire home/apt,80,2,10,2019-11-05,1.29,2,356
33181927,Intellectual flat/Exarhia square,249825517,George,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98743,23.73365,Entire home/apt,42,2,2,2019-06-13,0.29,1,364
33183219,St Bjur. Suites-Standard Room,249627640,Markos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97835,23.72516,Hotel room,100,1,0,,,4,351
